Additional_Number_of_Scoring,Average_Score,Review_Total_Negative_Word_Counts,Total_Number_of_Reviews,Review_Total_Positive_Word_Counts,Total_Number_of_Reviews_Reviewer_Has_Given,Tags
147,9.1,0,975,10,1,"[' Leisure trip ', ' Couple ', ' Superior Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
201,8.7,24,900,3,8,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
70,8.6,7,402,8,1,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ']"
322,8.4,8,2140,2,90,"[' Leisure trip ', ' Solo traveler ', ' Superior Double ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1427,8.8,45,4305,27,1,"[' Business trip ', ' Couple ', ' King Guest Room ', ' Stayed 1 night ']"
124,9.1,0,1286,5,13,"[' Business trip ', ' Couple ', ' Basic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
791,7.3,22,3609,22,7,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Single Room ', ' Stayed 1 night ']"
315,9.3,14,2757,16,15,"[' Leisure trip ', ' Family with older children ', ' Double Room with View ', ' Stayed 6 nights ', ' Submitted from a mobile device ']"
369,6.4,2,2275,2,2,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']"
353,8.1,82,1411,0,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
220,8.3,32,844,4,7,"[' Leisure trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ']"
164,8.5,4,2383,0,14,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
353,8.1,3,4248,28,1,"[' Leisure trip ', ' Group ', ' Superior Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
926,8.2,28,5770,21,4,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 3 nights ']"
950,8.6,13,3486,57,2,"[' Leisure trip ', ' Couple ', ' Standard Double Room with Bridge View ', ' Stayed 1 night ']"
159,8.4,36,1652,16,5,"[' Leisure trip ', ' Family with young children ', ' Superior Room with 1 kingsize bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
126,8.7,5,973,13,1,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
80,8.8,18,625,18,6,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
342,7.6,25,2310,48,9,"[' Leisure trip ', ' Family with young children ', ' Standard Room with 2 Single Beds ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
105,8.1,12,1284,5,7,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
765,8.4,50,4686,19,14,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']"
241,7.5,40,1287,10,1,"[' Family with young children ', ' Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
68,8.6,15,664,12,6,"[' Leisure trip ', ' Family with young children ', ' Attach Suite ', ' Stayed 3 nights ']"
440,8.9,5,2574,11,3,"[' Leisure trip ', ' Couple ', ' Classic Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
61,7.7,40,552,4,4,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
440,8.9,46,2574,19,7,"[' Leisure trip ', ' Couple ', ' Executive Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
103,8.2,96,580,36,4,"[' Leisure trip ', ' Solo traveler ', ' Studio ', ' Stayed 3 nights ']"
260,9,18,886,3,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
294,8.7,0,1271,93,9,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 1 night ']"
125,8.6,0,853,6,28,"[' Business trip ', ' Solo traveler ', ' Classic Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
562,8.5,12,1944,12,1,"[' Leisure trip ', ' Family with older children ', ' Executive Family Room ', ' Stayed 2 nights ']"
102,8.5,0,1886,8,1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
368,7.5,4,2092,22,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
713,8.3,22,2826,20,2,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
45,8.9,2,392,31,1,"[' Business trip ', ' Solo traveler ', ' Superior Double Room ', ' Stayed 3 nights ']"
617,8.8,0,2213,3,13,"[' Leisure trip ', ' Couple ', ' Twin Room ', ' Stayed 14 nights ', ' Submitted from a mobile device ']"
387,8.9,2,2695,5,1,"[' Leisure trip ', ' Family with young children ', ' Double or Twin Room 1 2 Adults ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
126,8.2,14,1281,5,5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
234,6.9,4,1884,18,1,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
81,8.1,56,838,9,1,"[' Leisure trip ', ' Family with older children ', ' Classic Room ', ' Stayed 2 nights ']"
169,8.1,3,1787,23,14,"[' Leisure trip ', ' Couple ', ' Superior Studio with City View ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
690,8.6,0,2890,7,28,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 1 night ']"
2623,8.7,20,12158,4,2,"[' Leisure trip ', ' Family with young children ', ' Studio King Family ', ' Stayed 4 nights ']"
556,8,0,2347,26,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
76,8.6,0,1146,73,6,"[' Leisure trip ', ' Family with young children ', ' Studio ', ' Stayed 3 nights ']"
587,7.4,2,3869,0,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
1274,7.7,25,6539,23,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
392,8.8,53,1803,10,5,"[' Business trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
99,7,6,2181,0,3,"[' Leisure trip ', ' Group ', ' Family Room 4 Adults ', ' Stayed 1 night ']"
687,8.9,9,2752,36,1,"[' Business trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1299,8.7,0,5394,10,2,"[' Leisure trip ', ' Couple ', ' Executive Junior Suite ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
74,8.7,28,641,8,14,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 4 nights ']"
333,8.3,24,3672,11,1,"[' Leisure trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
704,8.3,46,2443,35,1,"[' Business trip ', ' Solo traveler ', ' Executive Room ', ' Stayed 2 nights ']"
390,7.8,51,1717,14,4,"[' Leisure trip ', ' Solo traveler ', ' Double Room Disability Access ', ' Stayed 1 night ']"
528,8.7,24,2485,0,4,"[' Leisure trip ', ' Couple ', ' Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
130,8.2,53,939,16,1,"[' Business trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
995,8.1,34,3826,7,8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
409,8.3,5,1592,2,8,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
275,8.6,15,1470,20,1,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']"
175,9.3,2,517,13,23,"[' Leisure trip ', ' Couple ', ' Double Room Medium ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
369,6.4,22,2275,11,1,"[' Business trip ', ' Solo traveler ', ' Single Room ', ' Stayed 3 nights ']"
27,7.1,21,344,87,3,"[' Leisure trip ', ' Travelers with friends ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
392,8.8,0,1803,16,5,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
803,8.4,3,3911,3,3,"[' Leisure trip ', ' Group ', ' Twin Guest Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
80,7.8,0,391,11,7,"[' Leisure trip ', ' Solo traveler ', ' Classic Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
791,7.3,38,3609,3,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
283,8.7,0,2678,18,1,"[' Couple ', ' Superior Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
69,8.7,5,933,29,2,"[' Leisure trip ', ' Couple ', ' Junior Suite 2 Adults ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
283,8.7,0,2678,9,3,"[' Leisure trip ', ' Family with young children ', ' Superior Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2288,8.1,22,9568,2,3,"[' Leisure trip ', ' Group ', ' Cosy Double Room ', ' Stayed 2 nights ']"
914,8.5,29,7586,21,24,"[' Leisure trip ', ' Travelers with friends ', ' Large Comfort Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
417,6.7,4,2400,2,4,"[' Leisure trip ', ' Family with young children ', ' Double Room with Sofa Bed ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
541,7.9,16,6792,0,1,"[' Leisure trip ', ' Solo traveler ', ' Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
416,8.5,17,5177,0,11,"[' Business trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
256,8.4,7,2254,24,7,"[' Leisure trip ', ' Couple ', ' Superior Double or Twin Room ', ' Stayed 3 nights ']"
973,8,3,4820,20,1,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 4 nights ']"
803,8.4,31,3911,11,3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 3 nights ']"
146,7.9,51,754,3,9,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
589,7,0,4231,14,4,"[' Leisure trip ', ' Family with older children ', ' Standard Double or Twin Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
791,7.3,15,3609,16,8,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
294,8.7,32,1271,54,3,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
199,8.6,5,3636,0,8,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
328,7.5,17,2197,42,4,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ']"
141,7.8,23,2387,7,5,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
211,8.6,7,2923,6,1,"[' Leisure trip ', ' Family with older children ', ' 2 rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
43,7.8,0,322,14,1,"[' Business trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ']"
205,9.1,4,1875,0,25,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ']"
241,9.1,0,1543,14,15,"[' Business trip ', ' Group ', ' Deluxe Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2682,7.1,8,9086,10,12,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
153,7.8,8,646,22,8,"[' Business trip ', ' Solo traveler ', ' Double Hilton Guestroom ', ' Stayed 2 nights ']"
93,8.3,57,1330,44,24,"[' Leisure trip ', ' Couple ', ' Executive Room with One Queensize Bed with Balcony ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
77,9.3,4,520,9,2,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
2682,7.1,82,9086,7,3,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
121,8.5,5,838,13,4,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
1485,7.5,0,6977,7,1,"[' Leisure trip ', ' Family with young children ', ' Superior Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
404,8.6,291,1593,74,30,"[' Business trip ', ' Solo traveler ', ' Superior Double Room with Two Double Beds ', ' Stayed 5 nights ']"
163,9,0,1346,8,3,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
322,8.4,28,2140,0,7,"[' Leisure trip ', ' Family with young children ', ' Superior Double ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
244,9.3,0,1835,12,2,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
36,9.6,18,166,32,2,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
37,9,26,719,47,5,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 3 nights ']"
636,7.7,11,2867,18,7,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 2 nights ']"
229,6.9,30,5742,0,7,"[' Leisure trip ', ' Family with young children ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
214,7.8,2,2724,3,9,"[' Solo traveler ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
289,8.8,9,1519,21,1,"[' Business trip ', ' Couple ', ' Deluxe Single Room ', ' Stayed 2 nights ']"
371,7.3,99,2215,8,1,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 1 night ']"
930,8.9,370,2836,48,3,"[' Leisure trip ', ' Couple ', ' Deluxe King or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
520,7.8,2,2591,6,1,"[' Leisure trip ', ' Group ', ' Standard Double or Twin Room ', ' Stayed 3 nights ']"
203,8.4,12,2612,37,13,"[' Leisure trip ', ' Group ', ' Suite ', ' Stayed 4 nights ']"
914,8.5,67,7586,60,15,"[' Business trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
211,9.3,7,1128,0,4,"[' Leisure trip ', ' Family with older children ', ' Junior Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
710,7.9,125,6511,3,1,"[' Business trip ', ' Couple ', ' Double Room Non Smoking ', ' Stayed 2 nights ']"
704,8.3,0,2443,30,5,"[' Leisure trip ', ' Couple ', ' Superior Room ', ' Stayed 1 night ']"
153,8.4,0,476,16,1,"[' Leisure trip ', ' Couple ', ' Standard Double Room with Park View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
170,8.5,0,1738,7,13,"[' Leisure trip ', ' Couple ', ' Economy Double Room ', ' Stayed 1 night ']"
2682,7.1,7,9086,5,20,"[' Business trip ', ' Solo traveler ', ' Standard Single Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
681,8.9,0,2692,24,1,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
256,8.4,13,2254,10,37,"[' Leisure trip ', ' Group ', ' Two Connecting Superior Double Rooms ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
325,8.2,12,3870,4,23,"[' Leisure trip ', ' Couple ', ' Basic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
44,8.4,0,336,51,4,"[' Leisure trip ', ' Family with young children ', ' Superior Double Room with Duomo View ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
312,8.2,20,1505,4,25,"[' Leisure trip ', ' Family with young children ', ' Deluxe Double Room with Two Double Beds ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
228,7.9,0,2515,30,1,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
417,6.7,73,2400,67,2,"[' Leisure trip ', ' Solo traveler ', ' Double Room ', ' Stayed 2 nights ']"
78,8.9,4,533,3,8,"[' Leisure trip ', ' Couple ', ' Executive Double Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
247,9.2,35,1914,14,1,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
96,8.6,27,577,47,30,"[' Leisure trip ', ' Couple ', ' Club Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
160,8.2,11,1100,15,1,"[' Leisure trip ', ' Family with young children ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
764,8.2,2,2996,2,2,"[' Leisure trip ', ' Couple ', ' Standard Queen Room ', ' Stayed 2 nights ']"
191,8.2,17,1852,0,14,"[' Leisure trip ', ' Couple ', ' Superior Twin Room ', ' Stayed 3 nights ']"
178,8.8,10,1337,17,1,"[' Leisure trip ', ' Family with young children ', ' Junior Suite ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
804,9.1,12,3802,3,11,"[' Leisure trip ', ' Couple ', ' Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
908,8.5,5,3980,7,1,"[' Leisure trip ', ' Group ', ' Standard Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
137,8.3,24,667,18,1,"[' Leisure trip ', ' Solo traveler ', ' Executive Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
804,9.1,51,3802,55,4,"[' Business trip ', ' Solo traveler ', ' Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
207,8.7,70,3010,16,15,"[' Business trip ', ' Solo traveler ', ' Executive Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
639,8.8,18,7371,95,3,"[' Leisure trip ', ' Solo traveler ', ' Standard Quadruple Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
838,8.4,7,3274,7,1,"[' Leisure trip ', ' Group ', ' Standard Double Room ', ' Stayed 3 nights ']"
597,7.9,24,2308,4,8,"[' Leisure trip ', ' Solo traveler ', ' Standard Double Room ', ' Stayed 1 night ']"
639,8.8,0,7371,12,5,"[' Leisure trip ', ' Couple ', ' Standard Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
175,9.3,3,517,55,1,"[' Business trip ', ' Solo traveler ', ' Double Room Cosy ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1258,9.4,58,4204,25,3,"[' Leisure trip ', ' Couple ', ' Deluxe King Room with Canary Wharf View ', ' Stayed 1 night ']"
1005,8.3,4,3469,8,6,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
441,7.5,8,1891,12,5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']"
109,8.1,116,423,5,2,"[' Leisure trip ', ' Family with young children ', ' Small Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
2623,8.7,0,12158,11,26,"[' Leisure trip ', ' Solo traveler ', ' One Bedroom Suite ', ' Stayed 1 night ']"
237,8.3,11,2372,9,1,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']"
570,9.3,0,2319,54,2,"[' Leisure trip ', ' Couple ', ' Deluxe King Room ', ' Stayed 1 night ']"
764,8.2,0,2996,13,9,"[' Leisure trip ', ' Couple ', ' Small Queen Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']"
1299,8.7,20,5394,4,5,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']"
252,8.1,13,1600,9,4,"[' Business trip ', ' Group ', ' 2 rooms ', ' Stayed 2 nights ']"
81,8.7,0,824,6,1,"[' Leisure trip ', ' Couple ', ' Superior Double Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']"
369,6.4,41,2275,32,1,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 2 nights ']"
